,date,location_key,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_vaccinated_pfizer,cumulative_persons_vaccinated_pfizer,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_vaccinated_moderna,cumulative_persons_vaccinated_moderna,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_vaccinated_janssen,cumulative_persons_vaccinated_janssen,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,new_persons_vaccinated_sinovac,total_persons_vaccinated_sinovac,new_persons_fully_vaccinated_sinovac,total_persons_fully_vaccinated_sinovac,new_vaccine_doses_administered_sinovac,total_vaccine_doses_administered_sinovac
61612,2021-04-23,AR_B_721,13.0,943.0,0.0,440.0,13.0,1383.0,,,,,,,,,,,,,,,,,,,,,,,,
62730,2022-01-22,AR_B_735,0.0,9170.0,0.0,8412.0,0.0,17582.0,,,,,,,,,,,,,,,,,,,,,,,,
1130312,2022-02-15,US_GA_13061,,,0.0,1693.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2243609,2022-03-20,US_TX_48047,,,1.0,4416.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2002088,2021-11-29,US_OK_40029,,,0.0,2030.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1966657,2022-07-28,US_OH_39063,,,32.0,39004.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1936669,2021-11-26,US_NY_36071,,,0.0,231394.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1192857,2021-08-06,US_GA_13317,,,1.0,1140.0,,,,,,,,,,,,,,,,,,,,,,,,,,
575079,2022-03-06,IL_WE_3788,0.0,3601.0,0.0,3219.0,0.0,6820.0,,,,,,,,,,,,,,,,,,,,,,,,
1299097,2021-08-13,US_IL_17115,,,121.0,39733.0,,,,,,,,,,,,,,,,,,,,,,,,,,
282122,2022-07-12,CH_AR,0.0,34405.0,0.0,34016.0,1.0,92677.0,,,,,,,,,,,,,,,,,,,,,,,,
2507437,2021-08-30,US_WV_54017,,,0.0,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,
540360,2022-04-26,IL_TA_6600,3.0,140692.0,14.0,133230.0,17.0,273922.0,,,,,,,,,,,,,,,,,,,,,,,,
2495756,2022-06-05,US_WI_55113,,,1.0,10031.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1116421,2021-12-18,US_GA_13003,,,0.0,1611.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2539905,2022-05-11,US_WY_56035,,,0.0,3659.0,,,,,,,,,,,,,,,,,,,,,,,,,,
314029,2020-12-27,CZ_51,2.0,2.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
781293,2021-06-21,PL_14_07,121.0,18083.0,0.0,11463.0,121.0,29546.0,,,,,,,,,,,,,,,,,,,,,,,,
1391360,2022-01-31,US_KS_20095,,,0.0,3296.0,,,,,,,,,,,,,,,,,,,,,,,,,,
955668,2021-07-15,US_AL_01093,,,18.0,7208.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1899392,2021-11-07,US_NM_35023,,,3.0,2231.0,,,,,,,,,,,,,,,,,,,,,,,,,,
651219,2020-03-16,IL_Z_6700,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1888854,2021-09-08,US_NJ_34027,,,226.0,329164.0,,,,,,,,,,,,,,,,,,,,,,,,,,
135415,2021-02-18,AR_K_091,4.0,46.0,0.0,15.0,4.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,
1170326,2022-02-15,US_GA_13225,,,0.0,12265.0,,,,,,,,,,,,,,,,,,,,,,,,,,
818098,2021-08-15,PL_20,520.0,534449.0,192.0,475978.0,712.0,1010427.0,,,,,,,,,,,,,,,,,,,,,,,,
1824678,2022-09-13,US_ND_38085,,,0.0,2738.0,,,,,,,,,,,,,,,,,,,,,,,,,,
186762,2021-10-02,AR_S_119,18.0,56364.0,726.0,45340.0,744.0,101704.0,,,,,,,,,,,,,,,,,,,,,,,,
39264,2022-02-20,AR_B_410,4.0,72686.0,10.0,67207.0,14.0,139893.0,,,,,,,,,,,,,,,,,,,,,,,,
1124151,2021-06-27,US_GA_13035,,,0.0,1805.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1801134,2022-01-19,US_NC_37193,,,24.0,30978.0,,,,,,,,,,,,,,,,,,,,,,,,,,
794125,2021-09-21,PL_14_34,105.0,115950.0,107.0,95961.0,212.0,211911.0,,,,,,,,,,,,,,,,,,,,,,,,
195971,2021-10-06,AR_U,515.0,157595.0,1025.0,115418.0,1540.0,273013.0,,,,,,,,,,,,,,,,,,,,,,,,
1396637,2021-08-27,US_KS_20117,,,8.0,5108.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1429038,2022-03-02,US_KY_21035,,,0.0,17551.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1752766,2022-06-16,US_MT_30111,,,1.0,83972.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1213520,2021-11-14,US_IA_19059,,,0.0,9316.0,,,,,,,,,,,,,,,,,,,,,,,,,,
822970,2021-07-18,PL_20_10,0.0,15123.0,0.0,14092.0,0.0,29215.0,,,,,,,,,,,,,,,,,,,,,,,,
300895,2021-10-30,CO_19,,,,,6081.0,834169.0,,,,,,,,,,,,,,,,,,,,,,,,
1920409,2022-01-07,US_NY_36005,,,3562.0,965190.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2514115,2022-05-13,US_WV_54043,,,2.0,10374.0,,,,,,,,,,,,,,,,,,,,,,,,,,
582558,2022-08-12,IL_Z_0046,0.0,1796.0,0.0,1602.0,0.0,3398.0,,,,,,,,,,,,,,,,,,,,,,,,
1219860,2021-08-24,US_IA_19085,,,20.0,6048.0,,,,,,,,,,,,,,,,,,,,,,,,,,
145555,2021-07-09,AR_M,3635.0,398598.0,105.0,93947.0,3740.0,492545.0,,,,,,,,,,,,,,,,,,,,,,,,
1415636,2022-04-11,US_KS_20193,,,0.0,3219.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1979266,2021-12-05,US_OH_39115,,,10.0,5666.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1519236,2022-05-23,US_MA_25027,,,41.0,586376.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1153964,2021-12-17,US_GA_13157,,,63.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1126753,2021-11-06,US_GA_13047,,,101.0,12760.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2266163,2021-10-01,US_TX_48139,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1197542,2021-09-08,US_HI_15007,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2106910,2022-09-16,US_PR_72083,,,9.0,6993.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1576963,2021-05-05,US_MI_26147,,,231.0,44133.0,,,,,,,,,,,,,,,,,,,,,,,,,,
706161,2022-03-03,PE,41548.0,28087551.0,67554.0,25030034.0,178816.0,64059107.0,,,,,,,,,,,,,,,,,,,,,,,,
2100091,2021-07-31,US_PR_72057,,,0.0,21940.0,,,,,,,,,,,,,,,,,,,,,,,,,,
428360,2021-04-21,IL_D_1082,2.0,954.0,1.0,872.0,3.0,1826.0,,,,,,,,,,,,,,,,,,,,,,,,
1454899,2022-08-22,US_KY_21139,,,0.0,4606.0,,,,,,,,,,,,,,,,,,,,,,,,,,
99133,2021-03-15,AR_F_112,4.0,370.0,3.0,82.0,7.0,452.0,,,,,,,,,,,,,,,,,,,,,,,,
430942,2020-11-09,IL_D_1192,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1867334,2021-06-29,US_NE_31151,,,5.0,4973.0,,,,,,,,,,,,,,,,,,,,,,,,,,
364345,2020-12-29,FR_HDF_62,0.0,5.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
1065195,2022-06-08,US_CO_08091,,,1.0,3299.0,,,,,,,,,,,,,,,,,,,,,,,,,,
610836,2022-05-17,IL_Z_0522,0.0,8764.0,0.0,7503.0,0.0,16267.0,,,,,,,,,,,,,,,,,,,,,,,,
1005808,2021-05-10,US_AZ_04005,,,180.0,65546.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1529340,2021-05-14,US_MD_24041,,,115.0,18223.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1232453,2022-04-24,US_IA_19135,,,0.0,3572.0,,,,,,,,,,,,,,,,,,,,,,,,,,
691295,2021-05-18,MN,9613.0,1802270.0,14699.0,666287.0,24312.0,2468557.0,,,,,,,,,,,,,,,,,,,,,,,,
1691876,2022-05-23,US_MS_28031,,,1.0,9619.0,,,,,,,,,,,,,,,,,,,,,,,,,,
333336,2021-12-05,FR_ARA_15,5.0,116691.0,0.0,115127.0,5.0,231818.0,,,,,,,,,,,,,,,,,,,,,,,,
1257133,2021-12-21,US_ID_16035,,,1.0,3422.0,,,,,,,,,,,,,,,,,,,,,,,,,,
961251,2021-12-11,US_AL_01115,,,38.0,32661.0,,,,,,,,,,,,,,,,,,,,,,,,,,
611402,2021-06-02,IL_Z_0524,0.0,1322.0,0.0,1234.0,0.0,2556.0,,,,,,,,,,,,,,,,,,,,,,,,
2276957,2021-07-19,US_TX_48183,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1039823,2022-03-25,US_CA_06109,,,15.0,30415.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1933294,2022-02-17,US_NY_36057,,,25.0,32360.0,,,,,,,,,,,,,,,,,,,,,,,,,,
551673,2020-09-21,IL_WE_3617,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1475149,2022-08-18,US_KY_21221,,,8.0,6995.0,,,,,,,,,,,,,,,,,,,,,,,,,,
232829,2021-07-02,AR_Z,1149.0,58054.0,132.0,16464.0,1281.0,74518.0,,,,,,,,,,,,,,,,,,,,,,,,
683929,2022-08-23,KG,1103.0,1582262.0,427.0,1328217.0,3069.0,3193830.0,,,,,,,,,,,,,,,,,,,,,,,,
532992,2022-03-09,IL_TA_2400,1.0,25013.0,1.0,22804.0,2.0,47817.0,,,,,,,,,,,,,,,,,,,,,,,,
388498,2021-11-21,FR_OCC_31,36.0,1044293.0,39.0,1023409.0,75.0,2067702.0,,,,,,,,,,,,,,,,,,,,,,,,
974925,2022-07-31,US_AR_05033,,,0.0,29392.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1894461,2021-11-16,US_NM_35005,,,8.0,26123.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1523287,2022-05-18,US_MD_24015,,,29.0,60572.0,,,,,,,,,,,,,,,,,,,,,,,,,,
757461,2021-12-16,PL_10_06,55.0,22869.0,49.0,18527.0,455.0,49159.0,,,,,,,,,,,,,,,,,,,,,,,,
948069,2022-05-16,US_AL_01061,,,4.0,10620.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1555086,2022-04-23,US_MI_26057,,,3.0,18766.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106628,2021-12-04,AR_G_105,0.0,9398.0,0.0,7270.0,0.0,16668.0,,,,,,,,,,,,,,,,,,,,,,,,
383030,2022-05-15,FR_NOR_27,0.0,481067.0,1.0,476065.0,1.0,957132.0,,,,,,,,,,,,,,,,,,,,,,,,
1119886,2021-12-25,US_GA_13017,,,0.0,2603.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2472327,2021-11-06,US_WI_55021,,,19.0,34833.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2056637,2021-11-30,US_PA_42019,,,428.0,108036.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2513671,2022-07-02,US_WV_54041,,,0.0,9259.0,,,,,,,,,,,,,,,,,,,,,,,,,,
968196,2021-09-27,US_AR_05007,,,196.0,121858.0,,,,,,,,,,,,,,,,,,,,,,,,,,
689871,2022-01-26,MD,0.0,,1144.0,1008613.0,7505.0,1907733.0,,,,,,,,,,,,,,,,,,,,,,,,
1923234,2021-08-21,US_NY_36017,,,28.0,23999.0,,,,,,,,,,,,,,,,,,,,,,,,,,
150532,2022-02-24,AR_M_070,25.0,76616.0,74.0,66643.0,99.0,143259.0,,,,,,,,,,,,,,,,,,,,,,,,
1336535,2022-05-24,US_IN_18059,,,2.0,53118.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1849565,2021-07-14,US_NE_31079,,,32.0,20927.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2407092,2021-07-24,US_VA_51145,,,0.0,459.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2342432,2022-04-12,US_TX_48447,,,0.0,617.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1162803,2021-10-25,US_GA_13193,,,0.0,2467.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2482799,2022-02-12,US_WI_55063,,,31.0,80140.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2245740,2022-08-22,US_TX_48055,,,0.0,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,
796335,2021-01-22,PL_14_61,36.0,,131.0,131.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,,
2236040,2021-10-12,US_TX_48017,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
654917,2020-04-23,IL_Z_7700,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1630621,2021-08-11,US_MO_29019,,,214.0,89163.0,,,,,,,,,,,,,,,,,,,,,,,,,,
205314,2022-01-26,AR_W_042,0.0,6161.0,6.0,4910.0,6.0,11071.0,,,,,,,,,,,,,,,,,,,,,,,,
675146,2021-03-20,IT_42,1126.0,141609.0,1177.0,73898.0,2321.0,216768.0,,,,,,,,,,,,,,,,,,,,,,,,
1489786,2021-11-04,US_LA_22039,,,6.0,11501.0,,,,,,,,,,,,,,,,,,,,,,,,,,
168458,2021-01-21,AR_Q_035,0.0,1129.0,35.0,400.0,35.0,1529.0,,,,,,,,,,,,,,,,,,,,,,,,
371449,2021-07-24,FR_LRE,3850.0,326033.0,2127.0,241719.0,5977.0,567752.0,,,,,,,,,,,,,,,,,,,,,,,,
691929,2022-07-16,MO,21.0,614779.0,40.0,586977.0,149.0,1443706.0,,,,,,,,,,,,,,,,,,,,,,,,
2351591,2021-08-28,US_TX_48485,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
808986,2022-03-01,PL_18_07,0.0,28291.0,2.0,26550.0,12.0,68803.0,,,,,,,,,,,,,,,,,,,,,,,,
1455811,2022-06-07,US_KY_21143,,,0.0,4809.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1625949,2022-05-09,US_MO,49.0,4066035.0,27.0,3445055.0,1.0,8976946.0,,,16.0,2035558.0,0.0,5474971.0,,,8.0,1170503.0,1.0,3247814.0,,,3.0,238217.0,0.0,251837.0,,,,,,
500957,2022-02-27,IL_M_0638,0.0,14798.0,0.0,12415.0,0.0,27213.0,,,,,,,,,,,,,,,,,,,,,,,,
1276451,2021-10-30,US_IL_17023,,,7.0,6698.0,,,,,,,,,,,,,,,,,,,,,,,,,,
127570,2022-02-02,AR_J_084,26.0,37868.0,30.0,33436.0,56.0,71304.0,,,,,,,,,,,,,,,,,,,,,,,,
263034,2020-10-31,BR_MS,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1414024,2021-12-02,US_KS_20187,,,0.0,931.0,,,,,,,,,,,,,,,,,,,,,,,,,,
697201,2021-03-10,MY_06,1094.0,17583.0,0.0,1.0,1094.0,17584.0,1094.0,17578.0,0.0,1.0,,,,,,,,,,,,,,,0.0,0.0,,,,
622561,2021-11-28,IL_Z_0543,6.0,6076.0,1.0,5440.0,7.0,11516.0,,,,,,,,,,,,,,,,,,,,,,,,
1367259,2022-09-12,US_IN_18183,,,0.0,16441.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1657322,2021-09-05,US_MO_29127,,,0.0,10247.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1260670,2022-03-10,US_ID_16049,,,0.0,5083.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2039467,2022-07-12,US_OR_41023,,,0.0,3284.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2183255,2022-07-20,US_SD_46135,,,0.0,15058.0,,,,,,,,,,,,,,,,,,,,,,,,,,
945265,2021-06-16,US_AL_01051,,,131.0,21098.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2080449,2022-03-10,US_PA_42115,,,3.0,18575.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1292720,2021-09-27,US_IL_17089,,,443.0,273192.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1393879,2022-03-21,US_KS_20105,,,0.0,1296.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1469318,2021-07-17,US_KY_21199,,,44.0,22421.0,,,,,,,,,,,,,,,,,,,,,,,,,,
756155,2021-01-22,PL_10_04,6.0,,60.0,71.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,
642941,2022-08-05,IL_Z_1337,0.0,2349.0,0.0,2273.0,0.0,4622.0,,,,,,,,,,,,,,,,,,,,,,,,
1661908,2022-01-23,US_MO_29145,,,0.0,14539.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1773691,2022-09-12,US_NC_37081,,,0.0,353269.0,,,,,,,,,,,,,,,,,,,,,,,,,,
826426,2021-08-13,PL_20_63,62.0,28617.0,20.0,24715.0,82.0,53332.0,,,,,,,,,,,,,,,,,,,,,,,,
1142631,2022-01-15,US_GA_13111,,,0.0,6161.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1270491,2021-10-01,US_IL,9261.0,8680967.0,7164.0,6787835.0,28398.0,15348664.0,,,4999.0,3858043.0,23721.0,9195928.0,,,1622.0,2384521.0,4019.0,5582270.0,,,507.0,538939.0,538.0,550848.0,,,,,,
1443546,2022-09-15,US_KY_21093,,,0.0,73470.0,,,,,,,,,,,,,,,,,,,,,,,,,,
510836,2021-08-25,IL_M_1315,1.0,2750.0,1.0,2631.0,2.0,5381.0,,,,,,,,,,,,,,,,,,,,,,,,
601371,2021-07-06,IL_Z_0507,20.0,6477.0,2.0,5945.0,22.0,12422.0,,,,,,,,,,,,,,,,,,,,,,,,
613676,2022-08-20,IL_Z_0526,0.0,2119.0,0.0,1858.0,0.0,3977.0,,,,,,,,,,,,,,,,,,,,,,,,
395347,2021-10-04,FR_PAC_05,84.0,101331.0,152.0,97897.0,236.0,199228.0,,,,,,,,,,,,,,,,,,,,,,,,
210493,2022-03-17,AR_W_126,0.0,8771.0,7.0,7587.0,7.0,16358.0,,,,,,,,,,,,,,,,,,,,,,,,
2030338,2022-03-01,US_OK_40143,,,79.0,395350.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1363372,2021-06-25,US_IN_18169,,,24.0,9751.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1819679,2022-07-01,US_ND_38065,,,0.0,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,
488965,2021-11-22,IL_M_0182,3.0,11650.0,6.0,11271.0,9.0,22921.0,,,,,,,,,,,,,,,,,,,,,,,,
1710790,2021-06-05,US_MS_28109,,,5.0,13195.0,,,,,,,,,,,,,,,,,,,,,,,,,,
341735,2022-08-10,FR_BFC_58,2.0,165554.0,2.0,163943.0,4.0,329497.0,,,,,,,,,,,,,,,,,,,,,,,,
1518580,2021-12-12,US_MA_25025,,,898.0,544307.0,,,,,,,,,,,,,,,,,,,,,,,,,,
616692,2020-11-14,IL_Z_0531,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2247406,2021-10-16,US_TX_48063,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2056754,2022-03-27,US_PA_42019,,,1.0,119954.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1081278,2022-05-05,US_DE_10005,,,0.0,160173.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1276767,2021-05-05,US_IL_17025,,,0.0,3049.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1209913,2021-06-18,US_IA_19045,,,114.0,18931.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2172638,2021-11-19,US_SD_46089,,,1.0,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2313971,2021-06-13,US_TX_48333,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1380432,2021-12-02,US_KS_20051,,,30.0,13129.0,,,,,,,,,,,,,,,,,,,,,,,,,,
840221,2021-10-27,PL_24_06,48.0,33178.0,1.0,27898.0,49.0,61076.0,,,,,,,,,,,,,,,,,,,,,,,,
230164,2021-10-06,AR_Y_070,10.0,5500.0,27.0,4024.0,37.0,9524.0,,,,,,,,,,,,,,,,,,,,,,,,
799614,2021-12-29,PL_16_01,60.0,41467.0,44.0,35814.0,346.0,87427.0,,,,,,,,,,,,,,,,,,,,,,,,
2308394,2022-05-30,US_TX_48309,,,0.0,134881.0,,,,,,,,,,,,,,,,,,,,,,,,,,
368445,2021-12-02,FR_IDF_91,271.0,958260.0,347.0,936352.0,618.0,1894612.0,,,,,,,,,,,,,,,,,,,,,,,,
1419841,2021-05-04,US_KY,2036.0,1855240.0,4528.0,1456343.0,6501.0,3196561.0,,,2965.0,725493.0,4306.0,1645498.0,,,1519.0,623508.0,2164.0,1440953.0,,,44.0,107098.0,31.0,109796.0,,,,,,
2186709,2022-04-03,US_TN_47009,,,1.0,69295.0,,,,,,,,,,,,,,,,,,,,,,,,,,
404676,2021-09-16,GB_SCT,1423.0,4150157.0,3041.0,3798938.0,4464.0,7949095.0,,,,,,,,,,,,,,,,,,,,,,,,
904351,2022-06-26,RW,36440.0,9112973.0,98788.0,8657341.0,343880.0,22715578.0,,,,,,,,,,,,,,,,,,,,,,,,
863645,2021-07-23,PL_28_02,17.0,14418.0,251.0,12865.0,268.0,27283.0,,,,,,,,,,,,,,,,,,,,,,,,
988622,2022-03-18,US_AR_05089,,,2.0,5962.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2340800,2021-11-13,US_TX_48441,,,97.0,61795.0,,,,,,,,,,,,,,,,,,,,,,,,,,
580571,2022-03-08,IL_Z,11.0,866456.0,34.0,773442.0,45.0,1639898.0,,,,,,,,,,,,,,,,,,,,,,,,
1479919,2021-11-20,US_LA,3752.0,2552911.0,2502.0,2253496.0,15823.0,5096864.0,,,1294.0,1185540.0,7390.0,2823868.0,,,867.0,904818.0,7915.0,2097812.0,,,338.0,162156.0,500.0,172529.0,,,,,,
2191341,2021-05-30,US_TN_47029,,,54.0,11713.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1170465,2022-07-04,US_GA_13225,,,0.0,12622.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2366091,2021-11-06,US_UT_49033,,,1.0,1046.0,,,,,,,,,,,,,,,,,,,,,,,,,,
716272,2021-11-17,PL_02_17,129.0,22450.0,41.0,18172.0,170.0,40622.0,,,,,,,,,,,,,,,,,,,,,,,,
1182190,2022-02-23,US_GA_13273,,,0.0,4887.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1462008,2021-10-25,US_KY_21169,,,11.0,3606.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1498830,2022-04-05,US_LA_22075,,,0.0,15966.0,,,,,,,,,,,,,,,,,,,,,,,,,,
544950,2022-05-11,IL_WE_3563,0.0,2619.0,0.0,2362.0,0.0,4981.0,,,,,,,,,,,,,,,,,,,,,,,,
2022194,2021-07-04,US_OK_40111,,,5.0,11166.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1095855,2021-05-24,US_FL_12059,,,6.0,3573.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1422891,2021-07-26,US_KY_21011,,,2.0,4931.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2453261,2021-04-30,US_WA_53025,,,327.0,24335.0,,,,,,,,,,,,,,,,,,,,,,,,,,
433361,2022-06-21,IL_D_1271,0.0,6125.0,0.0,5937.0,0.0,12062.0,,,,,,,,,,,,,,,,,,,,,,,,
321955,2021-10-16,DK,656.0,4417437.0,1498.0,4359736.0,6666.0,8847993.0,,,,,,,,,,,,,,,,,,,,,,,,
1537209,2022-05-04,US_ME_23019,,,41.0,108706.0,,,,,,,,,,,,,,,,,,,,,,,,,,
64560,2022-01-14,AR_B_760,128.0,124690.0,167.0,104822.0,295.0,229512.0,,,,,,,,,,,,,,,,,,,,,,,,
124033,2021-11-27,AR_J_028,38.0,42833.0,10.0,37021.0,48.0,79854.0,,,,,,,,,,,,,,,,,,,,,,,,
2351581,2021-08-18,US_TX_48485,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1231078,2022-08-09,US_IA_19129,,,0.0,8677.0,,,,,,,,,,,,,,,,,,,,,,,,,,
123071,2021-08-05,AR_J_014,9.0,2787.0,98.0,922.0,107.0,3709.0,,,,,,,,,,,,,,,,,,,,,,,,
279821,2021-05-30,CH,14107.0,3078914.0,10987.0,1844024.0,24675.0,4919074.0,,,,,,,,,,,,,,,,,,,,,,,,
1062702,2022-05-16,US_CO_08081,,,0.0,5777.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1883976,2021-11-09,US_NJ_34007,,,40.0,304618.0,,,,,,,,,,,,,,,,,,,,,,,,,,
114301,2021-11-25,AR_H_043,2.0,4078.0,8.0,3386.0,10.0,7464.0,,,,,,,,,,,,,,,,,,,,,,,,
1945785,2022-07-08,US_NY_36107,,,0.0,29573.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1549490,2021-11-12,US_MI_26035,,,8.0,13397.0,,,,,,,,,,,,,,,,,,,,,,,,,,
214635,2021-07-01,AR_X_014,8322.0,285210.0,82.0,70992.0,8404.0,356202.0,,,,,,,,,,,,,,,,,,,,,,,,
1219734,2022-09-11,US_IA_19083,,,0.0,9541.0,,,,,,,,,,,,,,,,,,,,,,,,,,
885690,2021-07-18,PL_30_25,54.0,29661.0,10.0,26715.0,64.0,56376.0,,,,,,,,,,,,,,,,,,,,,,,,
1637223,2022-02-07,US_MO_29045,,,0.0,2051.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1441281,2021-11-15,US_KY_21085,,,7.0,12264.0,,,,,,,,,,,,,,,,,,,,,,,,,,
537161,2021-01-27,IL_TA_6200,1013.0,42980.0,1931.0,26345.0,2944.0,69325.0,,,,,,,,,,,,,,,,,,,,,,,,
1245073,2021-09-12,US_IA_19187,,,0.0,17694.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1651983,2021-12-09,US_MO_29105,,,11.0,12368.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2091142,2021-06-04,US_PR_72023,,,48.0,18609.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1418952,2021-11-20,US_KS_20207,,,1.0,1230.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2493392,2021-05-13,US_WI_55105,,,1108.0,64854.0,,,,,,,,,,,,,,,,,,,,,,,,,,
63103,2022-01-13,AR_B_742,7.0,3305.0,4.0,3032.0,11.0,6337.0,,,,,,,,,,,,,,,,,,,,,,,,
122198,2021-07-13,AR_J,3740.0,162921.0,321.0,40142.0,4061.0,203063.0,,,,,,,,,,,,,,,,,,,,,,,,
1874139,2022-07-17,US_NE_31177,,,0.0,11783.0,,,,,,,,,,,,,,,,,,,,,,,,,,
