,date,location_key,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_vaccinated_pfizer,cumulative_persons_vaccinated_pfizer,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_vaccinated_moderna,cumulative_persons_vaccinated_moderna,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_vaccinated_janssen,cumulative_persons_vaccinated_janssen,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,new_persons_vaccinated_sinovac,total_persons_vaccinated_sinovac,new_persons_fully_vaccinated_sinovac,total_persons_fully_vaccinated_sinovac,new_vaccine_doses_administered_sinovac,total_vaccine_doses_administered_sinovac
336513,2022-01-16,FR_ARA_63,84.0,524118.0,102.0,514892.0,186.0,1039010.0,,,,,,,,,,,,,,,,,,,,,,,,
71617,2021-07-01,AR_B_868,47.0,5241.0,6.0,1325.0,53.0,6566.0,,,,,,,,,,,,,,,,,,,,,,,,
610658,2021-11-20,IL_Z_0522,0.0,8384.0,0.0,7262.0,0.0,15646.0,,,,,,,,,,,,,,,,,,,,,,,,
1953493,2021-09-11,US_OH_39011,,,19.0,15464.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1353248,2022-03-02,US_IN_18127,,,0.0,95840.0,,,,,,,,,,,,,,,,,,,,,,,,,,
944629,2022-06-03,US_AL_01047,,,4.0,17052.0,,,,,,,,,,,,,,,,,,,,,,,,,,
484816,2020-07-21,IL_M_0154,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1025924,2022-01-17,US_CA_06053,,,0.0,288269.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2054300,2022-04-12,US_PA_42009,,,5.0,18612.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2400960,2022-05-10,US_VA_51115,,,1.0,5451.0,,,,,,,,,,,,,,,,,,,,,,,,,,
205253,2021-11-21,AR_W_042,0.0,5881.0,1.0,3729.0,1.0,9610.0,,,,,,,,,,,,,,,,,,,,,,,,
429976,2020-09-19,IL_D_1161,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1384756,2021-08-02,US_KS_20069,,,2.0,1704.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1680587,2021-10-22,US_MO_29223,,,3.0,4198.0,,,,,,,,,,,,,,,,,,,,,,,,,,
816638,2021-08-25,PL_18_62,58.0,23771.0,102.0,20273.0,160.0,44044.0,,,,,,,,,,,,,,,,,,,,,,,,
2534476,2022-05-16,US_WY_56013,,,0.0,20682.0,,,,,,,,,,,,,,,,,,,,,,,,,,
497801,2021-01-12,IL_M_0627,1.0,544.0,0.0,1.0,1.0,545.0,,,,,,,,,,,,,,,,,,,,,,,,
799275,2021-01-22,PL_16_01,92.0,,20.0,148.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,
1681122,2021-12-02,US_MO_29225,,,24.0,15831.0,,,,,,,,,,,,,,,,,,,,,,,,,,
435042,2022-01-23,IL_D_1303,2.0,5742.0,2.0,4794.0,4.0,10536.0,,,,,,,,,,,,,,,,,,,,,,,,
2521411,2022-01-19,US_WV_54073,,,12.0,3798.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1343599,2021-06-12,US_IN_18089,,,1510.0,181862.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1330357,2021-09-16,US_IN_18035,,,156.0,48288.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1825849,2021-10-22,US_ND_38091,,,1.0,788.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2374856,2022-07-27,US_VA_51007,,,0.0,4474.0,,,,,,,,,,,,,,,,,,,,,,,,,,
284401,2021-11-09,CH_FR,97.0,219163.0,156.0,213536.0,185.0,379428.0,,,,,,,,,,,,,,,,,,,,,,,,
800681,2022-03-26,PL_16_03,3.0,47872.0,9.0,42512.0,45.0,113873.0,,,,,,,,,,,,,,,,,,,,,,,,
1076476,2021-12-05,US_CT_09009,,,2670.0,611564.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2277476,2021-08-13,US_TX_48185,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
820720,2022-02-03,PL_20_05,12.0,17789.0,4.0,15528.0,90.0,42276.0,,,,,,,,,,,,,,,,,,,,,,,,
1439560,2022-07-28,US_KY_21077,,,2.0,3699.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1558118,2022-06-30,US_MI_26069,,,3.0,14174.0,,,,,,,,,,,,,,,,,,,,,,,,,,
101356,2022-02-22,AR_G_014,18.0,7171.0,28.0,6410.0,46.0,13581.0,,,,,,,,,,,,,,,,,,,,,,,,
131065,2021-09-30,AR_K_007,7.0,1930.0,92.0,1630.0,99.0,3560.0,,,,,,,,,,,,,,,,,,,,,,,,
1249824,2022-04-01,US_ID_16005,,,23.0,45691.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1606303,2021-08-03,US_MN_27097,,,4.0,12323.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1924068,2022-07-27,US_NY_36019,,,0.0,58969.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2483760,2022-01-16,US_WI_55067,,,14.0,10029.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1444472,2022-06-30,US_KY_21097,,,5.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,
901506,2021-12-01,PL_32_63,27.0,22801.0,3.0,20329.0,195.0,46276.0,,,,,,,,,,,,,,,,,,,,,,,,
1099843,2021-06-29,US_FL_12075,,,16.0,12599.0,,,,,,,,,,,,,,,,,,,,,,,,,,
703953,2021-01-15,NL,42304.0,77091.0,,,42304.0,77091.0,,,,,,,,,,,,,,,,,,,,,,,,
1914016,2022-05-20,US_NV_32015,,,0.0,2247.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014292,2021-07-06,US_OK_40079,,,10.0,13235.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1894171,2022-06-08,US_NM_35003,,,0.0,1644.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2109969,2021-07-29,US_PR_72097,,,146.0,42853.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2444474,2021-11-25,US_VT_50019,,,0.0,14368.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2423500,2021-11-07,US_VA_51590,,,0.0,13384.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2190936,2021-08-27,US_TN_47027,,,0.0,1730.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1240904,2022-06-16,US_IA_19169,,,5.0,61747.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1408057,2021-10-24,US_KS_20163,,,1.0,2157.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018238,2021-06-30,US_OK_40095,,,8.0,5217.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2035327,2022-01-05,US_OR_41007,,,15.0,25476.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1388076,2022-07-24,US_KS_20081,,,0.0,1582.0,,,,,,,,,,,,,,,,,,,,,,,,,,
988863,2021-07-08,US_AR_05091,,,5.0,3691.0,,,,,,,,,,,,,,,,,,,,,,,,,,
733012,2022-02-05,PL_04_61,156.0,265174.0,311.0,225009.0,1449.0,639870.0,,,,,,,,,,,,,,,,,,,,,,,,
2474652,2021-06-14,US_WI_55031,,,127.0,13421.0,,,,,,,,,,,,,,,,,,,,,,,,,,
137277,2021-07-21,AR_L,1066.0,87550.0,912.0,31150.0,1978.0,118700.0,,,,,,,,,,,,,,,,,,,,,,,,
2279704,2022-04-22,US_TX_48193,,,1.0,4607.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1938673,2021-12-24,US_NY_36079,,,0.0,67978.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2279338,2022-09-12,US_TX_48191,,,0.0,1282.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1466998,2021-12-14,US_KY_21189,,,0.0,1949.0,,,,,,,,,,,,,,,,,,,,,,,,,,
759956,2022-01-30,PL_10_11,0.0,21787.0,0.0,19500.0,0.0,50594.0,,,,,,,,,,,,,,,,,,,,,,,,
311800,2021-05-17,CZ_31,3029.0,201255.0,271.0,64691.0,3300.0,265946.0,,,,,,,,,,,,,,,,,,,,,,,,
1884648,2022-05-06,US_NJ_34009,,,39.0,68387.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1296085,2021-06-26,US_IL_17103,,,74.0,13077.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2374364,2022-07-29,US_VA_51005,,,0.0,5882.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2006033,2021-11-22,US_OK_40045,,,0.0,1261.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35706,2021-03-20,AR_B_364,15.0,4024.0,63.0,805.0,78.0,4829.0,,,,,,,,,,,,,,,,,,,,,,,,
1502430,2022-09-09,US_LA_22089,,,0.0,30661.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2233196,2022-02-09,US_TX_48005,,,55.0,39859.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1233525,2022-07-17,US_IA_19139,,,0.0,26180.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2515552,2022-03-29,US_WV_54049,,,11.0,31764.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1189387,2021-07-25,US_GA_13303,,,0.0,1534.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1504490,2021-07-11,US_LA_22099,,,39.0,13118.0,,,,,,,,,,,,,,,,,,,,,,,,,,
858801,2021-09-17,PL_26_07,80.0,48086.0,22.0,42763.0,102.0,90849.0,,,,,,,,,,,,,,,,,,,,,,,,
1902119,2022-07-22,US_NM_35031,,,0.0,66107.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58231,2021-08-29,AR_B_665,11.0,11091.0,144.0,6682.0,155.0,17773.0,,,,,,,,,,,,,,,,,,,,,,,,
668107,2021-01-18,IN_NL,875.0,1436.0,0.0,0.0,875.0,1436.0,,,,,,,,,,,,,,,,,,,,,,,,
217782,2021-04-16,AR_X_063,65.0,5988.0,47.0,880.0,112.0,6868.0,,,,,,,,,,,,,,,,,,,,,,,,
2542818,2022-01-22,UY,117.0,2839357.0,45.0,2691442.0,1768.0,7297474.0,,,,,,,,,,,,,,,,,,,,,,,,
2534194,2021-08-07,US_WY_56013,,,12.0,16565.0,,,,,,,,,,,,,,,,,,,,,,,,,,
438323,2021-01-09,IL_D_1359,0.0,25.0,0.0,0.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
1995383,2022-06-28,US_OK_40001,,,0.0,8265.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1024063,2022-05-12,US_CA_06045,,,98.0,58871.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2480718,2021-10-30,US_WI_55055,,,23.0,43725.0,,,,,,,,,,,,,,,,,,,,,,,,,,
684604,2021-05-21,KR,16542.0,3894973.0,225594.0,1797467.0,241775.0,5669167.0,,,,,,,,,,,,,,,,,,,,,,,,
945215,2021-04-27,US_AL_01051,,,160.0,13849.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1586798,2022-04-15,US_MN_27017,,,8.0,23120.0,,,,,,,,,,,,,,,,,,,,,,,,,,
603272,2021-09-15,IL_Z_0509,11.0,14599.0,14.0,12471.0,25.0,27070.0,,,,,,,,,,,,,,,,,,,,,,,,
1634615,2021-09-22,US_MO_29035,,,0.0,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2273025,2021-08-08,US_TX_48167,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1831808,2021-08-10,US_NE_31007,,,0.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,
901746,2021-07-10,PS,0.0,541538.0,0.0,,0.0,930643.0,,,,,,,,,,,,,,,,,,,,,,,,
210285,2021-08-09,AR_W_126,8.0,4727.0,59.0,1715.0,67.0,6442.0,,,,,,,,,,,,,,,,,,,,,,,,
573343,2022-06-08,IL_WE_3779,0.0,3504.0,0.0,2740.0,0.0,6244.0,,,,,,,,,,,,,,,,,,,,,,,,
267113,2022-01-01,BR_PE,90.0,7283286.0,208.0,6101309.0,298.0,13384595.0,,,,,,,,,,,,,,,,,,,,,,,,
386095,2022-03-06,FR_OCC_09,4.0,114338.0,11.0,112833.0,15.0,227171.0,,,,,,,,,,,,,,,,,,,,,,,,
1372417,2021-08-13,US_KS_20019,,,4.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2102469,2021-04-30,US_PR_72067,,,104.0,3993.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1547815,2021-05-03,US_MI_26029,,,169.0,11258.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1640935,2021-06-12,US_MO_29061,,,3.0,1734.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1048664,2021-10-22,US_CO_08025,,,3.0,1168.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2263424,2022-05-14,US_TX_48127,,,0.0,7402.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2120281,2021-05-28,US_PR_72139,,,94.0,17122.0,,,,,,,,,,,,,,,,,,,,,,,,,,
861083,2021-03-31,PL_26_12,38.0,,0.0,2760.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,
366492,2021-09-21,FR_IDF_75,1157.0,1700035.0,2090.0,1633014.0,3247.0,3333049.0,,,,,,,,,,,,,,,,,,,,,,,,
1612087,2022-07-19,US_MN_27119,,,0.0,18467.0,,,,,,,,,,,,,,,,,,,,,,,,,,
593126,2021-06-26,IL_Z_0489,0.0,5921.0,0.0,5361.0,0.0,11282.0,,,,,,,,,,,,,,,,,,,,,,,,
1921916,2022-02-01,US_NY_36011,,,26.0,44337.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2169507,2021-06-05,US_SD_46077,,,0.0,2375.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1143932,2021-07-18,US_GA_13117,,,0.0,41312.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1005705,2022-06-05,US_AZ_04003,,,35.0,83020.0,,,,,,,,,,,,,,,,,,,,,,,,,,
255597,2020-08-06,BR_AP,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2155728,2021-07-28,US_SD_46021,,,1.0,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,
171484,2021-08-14,AR_Q_084,0.0,1613.0,17.0,595.0,17.0,2208.0,,,,,,,,,,,,,,,,,,,,,,,,
504902,2020-06-07,IL_M_1200,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1980160,2021-09-02,US_OH_39119,,,0.0,34719.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2234177,2022-02-02,US_TX_48009,,,1.0,5017.0,,,,,,,,,,,,,,,,,,,,,,,,,,
582876,2020-12-23,IL_Z_0047,68.0,194.0,0.0,0.0,68.0,194.0,,,,,,,,,,,,,,,,,,,,,,,,
1153263,2021-05-24,US_GA_13155,,,0.0,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1885018,2022-01-02,US_NJ_34011,,,0.0,71060.0,,,,,,,,,,,,,,,,,,,,,,,,,,
732403,2021-10-09,PL_04_19,31.0,28691.0,1.0,25689.0,32.0,54380.0,,,,,,,,,,,,,,,,,,,,,,,,
1014336,2021-06-05,US_CA_06007,,,352.0,76550.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1495679,2021-09-30,US_LA_22063,,,126.0,47722.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1578715,2022-01-30,US_MI_26153,,,5.0,4439.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1762942,2021-08-18,US_NC_37039,,,42.0,11331.0,,,,,,,,,,,,,,,,,,,,,,,,,,
382934,2022-02-08,FR_NOR_27,60.0,479505.0,196.0,472107.0,256.0,951612.0,,,,,,,,,,,,,,,,,,,,,,,,
452898,2020-11-05,IL_HA_0654,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1726345,2021-10-20,US_MT_30005,,,4.0,4829.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1546853,2021-05-29,US_MI_26025,,,184.0,46483.0,,,,,,,,,,,,,,,,,,,,,,,,,,
434455,2020-06-15,IL_D_1303,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1403483,2021-06-18,US_KS_20145,,,0.0,2511.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1000970,2022-03-16,US_AR_05139,,,0.0,18792.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1841738,2021-09-29,US_NE_31047,,,45.0,9239.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1312012,2021-10-23,US_IL_17167,,,4.0,107706.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2298867,2022-01-09,US_TX_48271,,,3.0,1758.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2284334,2021-06-16,US_TX_48213,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1188352,2021-06-08,US_GA_13299,,,44.0,5138.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1896628,2022-05-26,US_NM_35011,,,0.0,886.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1332356,2021-10-09,US_IN_18043,,,38.0,40634.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2454674,2022-06-29,US_WA_53029,,,0.0,65676.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1457389,2021-05-05,US_KY_21151,,,121.0,27134.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1698211,2022-02-25,US_MS_28057,,,3.0,8022.0,,,,,,,,,,,,,,,,,,,,,,,,,,
453215,2021-09-18,IL_HA_0654,37.0,12239.0,83.0,10789.0,120.0,23028.0,,,,,,,,,,,,,,,,,,,,,,,,
649019,2021-09-12,IL_Z_4203,3.0,2660.0,6.0,2263.0,9.0,4923.0,,,,,,,,,,,,,,,,,,,,,,,,
1797430,2021-05-18,US_NC_37179,,,865.0,71377.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2444447,2021-10-29,US_VT_50019,,,22.0,14018.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2081126,2021-05-03,US_PA_42119,,,122.0,13681.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2456374,2021-09-26,US_WA_53037,,,0.0,22339.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1568877,2022-03-13,US_MI_26113,,,5.0,7296.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1297257,2021-12-27,US_IL_17107,,,76.0,14876.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2466666,2021-03-27,US_WI,50991.0,1752800.0,33708.0,1007687.0,81973.0,2736745.0,,,18354.0,524106.0,46144.0,1432336.0,,,11557.0,432476.0,31991.0,1251472.0,,,3796.0,51044.0,3833.0,52717.0,,,,,,
331761,2021-01-18,FR_ARA_03,874.0,4501.0,1.0,13.0,875.0,4514.0,,,,,,,,,,,,,,,,,,,,,,,,
2274627,2021-12-06,US_TX_48173,,,0.0,557.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2041000,2022-09-16,US_OR_41029,,,97.0,130743.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2451263,2022-08-15,US_WA_53015,,,0.0,66264.0,,,,,,,,,,,,,,,,,,,,,,,,,,
199454,2021-06-02,AR_U_084,14.0,509.0,1.0,141.0,15.0,650.0,,,,,,,,,,,,,,,,,,,,,,,,
362427,2022-08-11,FR_HDF,30.0,4746378.0,36.0,4698527.0,66.0,9444905.0,,,,,,,,,,,,,,,,,,,,,,,,
354313,2020-12-29,FR_GES_08,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
786432,2022-02-15,PL_14_17,31.0,55512.0,100.0,51096.0,206.0,141322.0,,,,,,,,,,,,,,,,,,,,,,,,
267546,2020-09-10,BR_PI,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
115013,2021-09-18,AR_H_056,1.0,4977.0,2.0,3860.0,3.0,8837.0,,,,,,,,,,,,,,,,,,,,,,,,
570209,2021-05-15,IL_WE_3769,0.0,2986.0,0.0,2888.0,0.0,5874.0,,,,,,,,,,,,,,,,,,,,,,,,
1091532,2021-09-24,US_FL_12041,,,13.0,5794.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2299306,2021-11-15,US_TX_48273,,,2.0,17316.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2421993,2021-10-13,US_VA_51550,,,56.0,100599.0,,,,,,,,,,,,,,,,,,,,,,,,,,
592376,2021-12-08,IL_Z_0487,1.0,2273.0,0.0,2079.0,1.0,4352.0,,,,,,,,,,,,,,,,,,,,,,,,
2341962,2022-05-06,US_TX_48445,,,0.0,5202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1996301,2022-04-19,US_OK_40005,,,2.0,4959.0,,,,,,,,,,,,,,,,,,,,,,,,,,
178986,2021-10-24,AR_S,764.0,1117259.0,714.0,899815.0,1478.0,2017074.0,,,,,,,,,,,,,,,,,,,,,,,,
2109382,2021-04-27,US_PR_72095,,,11.0,1305.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2392634,2022-07-21,US_VA_51081,,,22.0,4183.0,,,,,,,,,,,,,,,,,,,,,,,,,,
392299,2021-12-30,FR_OCC_66,234.0,368286.0,213.0,360390.0,447.0,728676.0,,,,,,,,,,,,,,,,,,,,,,,,
1494912,2022-05-09,US_LA_22059,,,1.0,6724.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1654572,2022-04-07,US_MO_29115,,,0.0,5487.0,,,,,,,,,,,,,,,,,,,,,,,,,,
540864,2021-03-11,IL_TA_8600,222.0,103153.0,1096.0,91538.0,1318.0,194691.0,,,,,,,,,,,,,,,,,,,,,,,,
437974,2022-07-29,IL_D_1358,0.0,866.0,0.0,703.0,0.0,1569.0,,,,,,,,,,,,,,,,,,,,,,,,
2100261,2022-01-17,US_PR_72057,,,0.0,26769.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1943146,2022-01-20,US_NY_36097,,,4.0,10800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6342,2021-04-04,AR_A_077,5.0,670.0,0.0,160.0,5.0,830.0,,,,,,,,,,,,,,,,,,,,,,,,
1478468,2022-04-01,US_KY_21235,,,5.0,16004.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014702,2022-08-20,US_OK_40079,,,0.0,19921.0,,,,,,,,,,,,,,,,,,,,,,,,,,
364647,2021-10-27,FR_HDF_62,431.0,1147626.0,600.0,1128304.0,1031.0,2275930.0,,,,,,,,,,,,,,,,,,,,,,,,
621889,2022-07-29,IL_Z_0542,0.0,10351.0,0.0,8948.0,0.0,19299.0,,,,,,,,,,,,,,,,,,,,,,,,
1089547,2021-09-15,US_FL_12033,,,969.0,138712.0,,,,,,,,,,,,,,,,,,,,,,,,,,
776420,2021-07-18,PL_12_61,1127.0,578783.0,5181.0,499090.0,6308.0,1077873.0,,,,,,,,,,,,,,,,,,,,,,,,
994898,2021-10-23,US_AR_05115,,,23.0,28571.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2487474,2021-05-23,US_WI_55081,,,90.0,16527.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2435195,2021-05-30,US_VA_51775,,,0.0,1077.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390191,2021-05-17,FR_OCC_46,643.0,62488.0,842.0,34111.0,1485.0,96599.0,,,,,,,,,,,,,,,,,,,,,,,,
1314300,2022-09-15,US_IL_17175,,,0.0,2902.0,,,,,,,,,,,,,,,,,,,,,,,,,,
492881,2022-08-05,IL_M_0276,0.0,2330.0,0.0,2244.0,0.0,4574.0,,,,,,,,,,,,,,,,,,,,,,,,
1642883,2021-05-15,US_MO_29069,,,9.0,4504.0,,,,,,,,,,,,,,,,,,,,,,,,,,
79011,2021-05-11,AR_C_012,62.0,8940.0,3.0,1872.0,65.0,10812.0,,,,,,,,,,,,,,,,,,,,,,,,
421069,2021-05-20,IL_D_0709,0.0,702.0,2.0,543.0,2.0,1245.0,,,,,,,,,,,,,,,,,,,,,,,,
618845,2021-10-03,IL_Z_0535,2.0,2383.0,1.0,2211.0,3.0,4594.0,,,,,,,,,,,,,,,,,,,,,,,,
1963996,2022-01-18,US_OH_39053,,,18.0,13489.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1302152,2021-11-12,US_IL_17127,,,10.0,4972.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1106785,2021-07-25,US_FL_12101,,,1047.0,237067.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2335202,2021-06-02,US_TX_48419,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2512947,2021-11-14,US_WV_54039,,,10.0,56284.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1652704,2022-07-24,US_MO_29107,,,0.0,15159.0,,,,,,,,,,,,,,,,,,,,,,,,,,
946438,2021-12-18,US_AL_01055,,,0.0,39574.0,,,,,,,,,,,,,,,,,,,,,,,,,,
429512,2021-12-14,IL_D_1098,0.0,1709.0,2.0,1552.0,2.0,3261.0,,,,,,,,,,,,,,,,,,,,,,,,
1989176,2022-01-04,US_OH_39155,,,394.0,104135.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2398982,2022-05-08,US_VA_51107,,,115.0,302868.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2223548,2021-09-04,US_TN_47159,,,20.0,5071.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2441197,2022-05-25,US_VT_50005,,,0.0,11035.0,,,,,,,,,,,,,,,,,,,,,,,,,,
193601,2021-03-18,AR_T_091,64.0,948.0,1.0,68.0,65.0,1016.0,,,,,,,,,,,,,,,,,,,,,,,,
1115570,2022-05-07,US_GA,1473.0,6948477.0,1617.0,5819304.0,9993.0,14968372.0,,,903.0,3335184.0,5220.0,8751003.0,,,613.0,2151075.0,4620.0,5833684.0,,,76.0,320739.0,86.0,342452.0,,,,,,
1107949,2022-01-17,US_FL_12105,,,0.0,395943.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1397220,2021-11-24,US_KS_20119,,,0.0,1490.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1139190,2022-02-01,US_GA_13097,,,105.0,65654.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1811727,2022-05-14,US_ND_38033,,,0.0,535.0,,,,,,,,,,,,,,,,,,,,,,,,,,
73245,2022-01-03,AR_C,1423.0,1241458.0,1938.0,1136522.0,3361.0,2377980.0,,,,,,,,,,,,,,,,,,,,,,,,
1732593,2021-04-29,US_MT_30031,,,1100.0,30352.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1364772,2022-08-11,US_IN_18173,,,21.0,40618.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1131201,2021-11-08,US_GA_13065,,,0.0,2086.0,,,,,,,,,,,,,,,,,,,,,,,,,,
869603,2021-10-09,PL_28_14,227.0,52955.0,89.0,46467.0,316.0,99422.0,,,,,,,,,,,,,,,,,,,,,,,,
1577614,2021-10-09,US_MI_26149,,,61.0,24633.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1071278,2021-07-04,US_CO_08117,,,17.0,16915.0,,,,,,,,,,,,,,,,,,,,,,,,,,
